donor,country_code_WB,region,project_size_USD_calculated,startyear,completion_year,evalyear,eval_lag,project_duration,external_evaluator,success,Grouped Category
AfricanDB,MOZ,Sub-Saharan Africa,19452554,2003,2010,2011,485,2584,internal,1,Infrastructure and Basic Services
AfricanDB,MOZ,Sub-Saharan Africa,14517101,1999,2010,2010,162,4075,internal,1,Agriculture and Environment
AfricanDB,MOZ,Sub-Saharan Africa,8601794,2000,2010,2010,280,3320,internal,0,Social Services and Welfare
AfricanDB,MOZ,Sub-Saharan Africa,10421582,2001,2011,2012,275,3663,internal,0,Agriculture and Environment
AfricanDB,MOZ,Sub-Saharan Africa,2104750,2005,2011,2012,559,2052,internal,1,Multisector and Unallocated
AfricanDB,MOZ,Sub-Saharan Africa,732460032,2008,2011,2011,6,955,internal,1,Multisector and Unallocated
AfricanDB,MOZ,Sub-Saharan Africa,11582577,2001,2011,2011,137,3493,internal,0,Social Services and Welfare
AfricanDB,MOZ,Sub-Saharan Africa,14261747,2000,2011,2012,459,3850,internal,0,Agriculture and Environment
AfricanDB,MOZ,Sub-Saharan Africa,18010000,2004,2013,2014,336,3523,internal,0,Agriculture and Environment
AfricanDB,MOZ,Sub-Saharan Africa,7569800,2005,2013,2016,1158,2807,internal,1,Social Services and Welfare
AfricanDB,MOZ,Sub-Saharan Africa,60000000,2011,2027,2016,-3762,5559,internal,1,Multisector and Unallocated
AfricanDB,NAM,Sub-Saharan Africa,3892161,2000,2002,2007,1513,966,internal,1,Social Services and Welfare
AfricanDB,NAM,Sub-Saharan Africa,13701125,2004,2007,2012,1827,1314,internal,0,Infrastructure and Basic Services
AfricanDB,NAM,Sub-Saharan Africa,259812,2010,2013,2014,458,1089,internal,1,Agriculture and Environment
AfricanDB,NGA,Sub-Saharan Africa,4735260,2001,2008,2009,290,2581,internal,0,Multisector and Unallocated
AfricanDB,NGA,Sub-Saharan Africa,25638336,2001,2009,2010,290,3070,internal,1,Social Services and Welfare
AfricanDB,NGA,Sub-Saharan Africa,3336876,2005,2010,2011,192,2054,internal,1,Agriculture and Environment
AfricanDB,NGA,Sub-Saharan Africa,22775526,2003,2013,2014,428,3488,internal,1,Agriculture and Environment
AfricanDB,NER,Sub-Saharan Africa,10000000,2002,2003,2006,859,719,internal,1,Multisector and Unallocated
AfricanDB,NER,Sub-Saharan Africa,10613335,1998,2006,2009,994,2971,internal,1,Social Services and Welfare
AfricanDB,NER,Sub-Saharan Africa,10229103,1998,2006,2009,1081,2971,internal,1,Agriculture and Environment
AfricanDB,NER,Sub-Saharan Africa,6865762,1998,2007,2009,864,3061,internal,1,Social Services and Welfare
AfricanDB,NER,Sub-Saharan Africa,18000000,2005,2007,2009,656,801,internal,1,Multisector and Unallocated
AfricanDB,NER,Sub-Saharan Africa,8750000,1998,2007,2009,562,3336,internal,1,Agriculture and Environment
AfricanDB,NER,Sub-Saharan Africa,13954962,2003,2008,2006,-966,1854,internal,0,Multisector and Unallocated
AfricanDB,NER,Sub-Saharan Africa,17320706,2001,2010,2010,-4,3325,internal,1,Social Services and Welfare
AfricanDB,NER,Sub-Saharan Africa,5800000,2001,2010,2010,291,3019,internal,1,Agriculture and Environment
AfricanDB,NER,Sub-Saharan Africa,3024528,2004,2011,2010,-391,2622,internal,1,Social Services and Welfare
AfricanDB,NER,Sub-Saharan Africa,2409222,2006,2011,2012,332,1845,internal,1,Multisector and Unallocated
AfricanDB,NER,Sub-Saharan Africa,12782531,2003,2011,2012,606,2674,internal,1,Social Services and Welfare
AfricanDB,NER,Sub-Saharan Africa,14997456,2003,2012,2012,114,3131,internal,0,Agriculture and Environment
AfricanDB,NER,Sub-Saharan Africa,28000000,2010,2012,2012,-35,740,internal,1,Multisector and Unallocated
AfricanDB,NER,Sub-Saharan Africa,14002514,2007,2014,2016,731,2812,internal,1,Infrastructure and Basic Services
AfricanDB,RWA,Sub-Saharan Africa,15280000,1998,2001,2007,1966,1253,internal,0,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,4923007,1997,2004,2006,424,2710,internal,0,Social Services and Welfare
AfricanDB,RWA,Sub-Saharan Africa,4236564,1998,2005,2009,1386,2590,internal,0,Agriculture and Environment
AfricanDB,RWA,Sub-Saharan Africa,2199963,2001,2007,2009,533,2202,internal,0,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,994365,2003,2009,2011,884,2106,internal,1,Agriculture and Environment
AfricanDB,RWA,Sub-Saharan Africa,15426205,2004,2009,2011,438,2058,internal,1,Infrastructure and Basic Services
AfricanDB,RWA,Sub-Saharan Africa,21162656,1999,2010,2010,319,4031,internal,1,Social Services and Welfare
AfricanDB,RWA,Sub-Saharan Africa,10939730,2001,2010,2011,421,3114,internal,1,Agriculture and Environment
AfricanDB,RWA,Sub-Saharan Africa,33000000,2007,2010,2009,-501,1145,internal,1,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,16000000,2006,2011,2012,345,1907,internal,1,Social Services and Welfare
AfricanDB,RWA,Sub-Saharan Africa,30300000,2009,2012,2011,-516,1328,internal,1,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,18442706,2005,2012,2012,214,2652,internal,1,Infrastructure and Basic Services
AfricanDB,RWA,Sub-Saharan Africa,16303250,2003,2012,2010,-837,3129,internal,1,Infrastructure and Basic Services
AfricanDB,RWA,Sub-Saharan Africa,23190000,2011,2012,2012,-21,532,internal,1,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,1000000,2009,2013,2014,244,1478,internal,0,Multisector and Unallocated
AfricanDB,RWA,Sub-Saharan Africa,25610000,2013,2014,2016,958,306,internal,1,Social Services and Welfare
AfricanDB,ZAF,Sub-Saharan Africa,30578234,2000,2004,2006,631,1746,internal,1,Social Services and Welfare
AfricanDB,SEN,Sub-Saharan Africa,19995198,2000,2002,2004,720,740,internal,1,Multisector and Unallocated
AfricanDB,SEN,Sub-Saharan Africa,13597717,1999,2006,2009,1053,2507,internal,1,Social Services and Welfare
AfricanDB,SEN,Sub-Saharan Africa,11611296,1997,2006,2009,1054,3326,internal,0,Agriculture and Environment
AfricanDB,SEN,Sub-Saharan Africa,10854630,1998,2006,2009,1270,2864,internal,1,Social Services and Welfare
AfricanDB,SEN,Sub-Saharan Africa,13388084,2001,2008,2011,803,2623,internal,1,Infrastructure and Basic Services
AfricanDB,SEN,Sub-Saharan Africa,11965875,2000,2009,2010,350,3457,internal,1,Agriculture and Environment
AfricanDB,SEN,Sub-Saharan Africa,3545681,2005,2009,2010,292,1689,internal,1,Multisector and Unallocated
AfricanDB,SEN,Sub-Saharan Africa,14630496,2002,2009,2010,403,2704,internal,1,Agriculture and Environment
AfricanDB,SEN,Sub-Saharan Africa,5952489,2001,2010,2011,258,3353,internal,0,Agriculture and Environment
AfricanDB,SEN,Sub-Saharan Africa,28039588,2005,2010,2012,640,1892,internal,1,Infrastructure and Basic Services
AfricanDB,SEN,Sub-Saharan Africa,1390918,2007,2011,2016,1828,1512,internal,1,Infrastructure and Basic Services
AfricanDB,SEN,Sub-Saharan Africa,15470514,2003,2012,2012,173,3243,internal,0,Social Services and Welfare
AfricanDB,SEN,Sub-Saharan Africa,823106,2007,2013,2016,1371,2106,internal,1,Infrastructure and Basic Services
AfricanDB,SEN,Sub-Saharan Africa,14568467,2003,2013,2014,305,3755,internal,1,Social Services and Welfare
AfricanDB,SEN,Sub-Saharan Africa,27000000,2011,2013,2014,336,796,internal,0,Multisector and Unallocated
AfricanDB,SYC,Sub-Saharan Africa,655748,2008,2011,2016,1971,1142,internal,1,Infrastructure and Basic Services
AfricanDB,SYC,Sub-Saharan Africa,11818934,2009,2011,2011,107,674,internal,1,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,9987693,2001,2003,2006,998,687,internal,1,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,11429335,1998,2006,2009,1086,2887,internal,0,Social Services and Welfare
AfricanDB,SLE,Sub-Saharan Africa,17266740,2004,2007,2006,-651,1439,internal,1,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,1198009,1998,2008,2009,229,3802,internal,0,Agriculture and Environment
AfricanDB,SLE,Sub-Saharan Africa,1648123,2006,2010,2012,731,1687,internal,1,Infrastructure and Basic Services
AfricanDB,SLE,Sub-Saharan Africa,10918916,2002,2010,2011,376,3088,internal,0,Agriculture and Environment
AfricanDB,SLE,Sub-Saharan Africa,17545336,2003,2010,2012,746,2845,internal,1,Social Services and Welfare
AfricanDB,SLE,Sub-Saharan Africa,9259539,2003,2010,2012,710,2724,internal,0,Social Services and Welfare
AfricanDB,SLE,Sub-Saharan Africa,233000000,2009,2011,2011,-199,961,internal,1,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,2890474,2005,2011,2011,-168,2462,internal,0,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,10000000,2011,2012,2014,609,412,internal,1,Multisector and Unallocated
AfricanDB,SLE,Sub-Saharan Africa,18900000,2005,2014,2014,-121,3362,internal,1,Social Services and Welfare
AfricanDB,STP,Sub-Saharan Africa,1600000,2001,2004,2007,787,1311,internal,0,Multisector and Unallocated
AfricanDB,STP,Sub-Saharan Africa,3164621,2003,2013,2014,336,3772,internal,0,Social Services and Welfare
AfricanDB,SWZ,Sub-Saharan Africa,28516668,1997,2003,2006,783,2407,internal,1,Infrastructure and Basic Services
AfricanDB,SWZ,Sub-Saharan Africa,20080892,2004,2008,2010,680,1681,internal,1,Infrastructure and Basic Services
AfricanDB,SWZ,Sub-Saharan Africa,151365488,2004,2010,2011,179,2411,internal,1,Agriculture and Environment
AfricanDB,SWZ,Sub-Saharan Africa,11557367,2003,2011,2012,275,2994,internal,1,Agriculture and Environment
AfricanDB,TZA,Sub-Saharan Africa,797708,1997,2002,2010,2755,1870,internal,1,Infrastructure and Basic Services
AfricanDB,TZA,Sub-Saharan Africa,6656930,1998,2006,2009,837,3159,internal,0,Agriculture and Environment
AfricanDB,TZA,Sub-Saharan Africa,1275563,1999,2006,2009,1175,2445,internal,0,Social Services and Welfare
AfricanDB,TZA,Sub-Saharan Africa,8562281,1998,2007,2009,595,3314,internal,0,Social Services and Welfare
AfricanDB,TZA,Sub-Saharan Africa,16565079,1999,2007,2010,1188,2841,internal,1,Infrastructure and Basic Services
AfricanDB,TZA,Sub-Saharan Africa,4240997,2005,2009,2009,-15,1784,internal,1,Multisector and Unallocated
AfricanDB,TZA,Sub-Saharan Africa,100000000,2008,2009,2009,169,216,internal,1,Multisector and Unallocated
AfricanDB,TZA,Sub-Saharan Africa,18746770,2003,2009,2009,-15,2425,internal,1,Agriculture and Environment
AfricanDB,TZA,Sub-Saharan Africa,7237993,2001,2009,2010,382,3073,internal,1,Social Services and Welfare
AfricanDB,TZA,Sub-Saharan Africa,33986584,2002,2010,2011,350,2954,internal,0,Infrastructure and Basic Services
AfricanDB,TZA,Sub-Saharan Africa,16487672,1998,2012,2009,-1198,5351,internal,0,Social Services and Welfare
AfricanDB,TZA,Sub-Saharan Africa,59200000,2007,2014,2012,-821,2599,internal,1,Agriculture and Environment
AfricanDB,TGO,Sub-Saharan Africa,10000000,2009,2011,2011,184,696,internal,1,Multisector and Unallocated
AfricanDB,TGO,Sub-Saharan Africa,20000000,2011,2013,2014,305,702,internal,1,Multisector and Unallocated
AfricanDB,TGO,Sub-Saharan Africa,24672744,2010,2018,2016,-730,3246,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,85550184,1998,2001,2004,978,1313,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,142452848,1999,2003,2005,419,1664,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,7421316,1996,2004,2006,611,3025,internal,1,Agriculture and Environment
AfricanDB,TUN,Middle East & North Africa,18643584,1996,2004,2006,610,3025,internal,0,Agriculture and Environment
AfricanDB,TUN,Middle East & North Africa,29330270,1999,2005,2009,1630,2024,internal,1,Agriculture and Environment
AfricanDB,TUN,Middle East & North Africa,53381592,1999,2005,2006,487,2211,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,59543872,1998,2006,2009,1205,2817,internal,1,Social Services and Welfare
AfricanDB,TUN,Middle East & North Africa,95962208,2005,2007,2009,562,825,internal,1,Social Services and Welfare
AfricanDB,TUN,Middle East & North Africa,25457494,2005,2009,2009,-15,1556,internal,1,Agriculture and Environment
AfricanDB,TUN,Middle East & North Africa,179676432,2009,2011,2012,2,957,internal,1,Multisector and Unallocated
AfricanDB,TUN,Middle East & North Africa,59453572,2004,2011,2012,366,2658,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,368500576,2011,2012,2012,-35,570,internal,1,Social Services and Welfare
AfricanDB,TUN,Middle East & North Africa,46402252,2004,2012,2014,793,2979,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,249131312,2006,2012,2014,609,2476,internal,1,Infrastructure and Basic Services
AfricanDB,TUN,Middle East & North Africa,305401248,2012,2013,2014,336,306,internal,1,Social Services and Welfare
AfricanDB,UGA,Sub-Saharan Africa,1603496,1999,2004,2007,871,2180,internal,0,Multisector and Unallocated
AfricanDB,UGA,Sub-Saharan Africa,9023410,1999,2004,2006,599,2088,internal,1,Infrastructure and Basic Services
AfricanDB,UGA,Sub-Saharan Africa,40418496,2003,2005,2007,598,851,internal,0,Multisector and Unallocated
AfricanDB,UGA,Sub-Saharan Africa,34050608,2001,2006,2007,276,1857,internal,1,Social Services and Welfare
AfricanDB,UGA,Sub-Saharan Africa,8599243,2001,2006,2011,1879,1857,internal,1,Infrastructure and Basic Services
AfricanDB,UGA,Sub-Saharan Africa,24426522,2001,2007,2009,537,2406,internal,0,Social Services and Welfare
AfricanDB,UGA,Sub-Saharan Africa,19463004,2000,2008,2009,350,3138,internal,1,Social Services and Welfare
AfricanDB,UGA,Sub-Saharan Africa,20840046,2005,2009,2009,-15,1808,internal,1,Infrastructure and Basic Services
AfricanDB,UGA,Sub-Saharan Africa,19484512,2000,2009,2009,48,3144,internal,0,Agriculture and Environment
AfricanDB,UGA,Sub-Saharan Africa,8950013,2005,2010,2011,68,2110,internal,1,Multisector and Unallocated
AfricanDB,UGA,Sub-Saharan Africa,25263828,2002,2010,2011,181,2969,internal,0,Agriculture and Environment
AfricanDB,UGA,Sub-Saharan Africa,11155801,2001,2010,2009,-440,3502,internal,1,Agriculture and Environment
AfricanDB,UGA,Sub-Saharan Africa,31013884,2003,2010,2011,181,2769,internal,1,Agriculture and Environment
AfricanDB,UGA,Sub-Saharan Africa,117100000,2006,2011,2009,-744,2167,internal,1,Infrastructure and Basic Services
AfricanDB,UGA,Sub-Saharan Africa,22099942,2007,2012,2014,609,2170,internal,1,Social Services and Welfare
AfricanDB,UGA,Sub-Saharan Africa,46740300,2005,2013,2014,244,3269,internal,1,Agriculture and Environment
AfricanDB,UGA,Sub-Saharan Africa,63113672,2008,2015,2016,326,2786,internal,1,Infrastructure and Basic Services
AfricanDB,UGA,Sub-Saharan Africa,101299424,2010,2015,2016,326,2080,internal,1,Infrastructure and Basic Services
AfricanDB,ZMB,Sub-Saharan Africa,20669984,1997,2003,2005,586,2409,internal,1,Infrastructure and Basic Services
AfricanDB,ZMB,Sub-Saharan Africa,804124,2001,2006,2009,1087,1836,internal,0,Social Services and Welfare
AfricanDB,ZMB,Sub-Saharan Africa,4752732,2000,2006,2009,927,2509,internal,1,Infrastructure and Basic Services
AfricanDB,ZMB,Sub-Saharan Africa,16361364,2001,2006,2007,140,1993,internal,0,Multisector and Unallocated
AfricanDB,ZMB,Sub-Saharan Africa,12453907,2001,2007,2009,595,2385,internal,0,Infrastructure and Basic Services
AfricanDB,ZMB,Sub-Saharan Africa,19926790,1997,2009,2009,48,4450,internal,0,Agriculture and Environment
AfricanDB,ZMB,Sub-Saharan Africa,8854294,1999,2010,2009,-195,3864,internal,0,Social Services and Welfare
AfricanDB,ZMB,Sub-Saharan Africa,8501648,2000,2010,2009,-164,3694,internal,1,Social Services and Welfare
AfricanDB,ZMB,Sub-Saharan Africa,7098579,2001,2010,2011,363,3431,internal,0,Agriculture and Environment
AfricanDB,ZMB,Sub-Saharan Africa,14901829,2008,2011,2010,-550,1124,internal,1,Multisector and Unallocated
AfricanDB,ZMB,Sub-Saharan Africa,31900000,2010,2011,2011,-76,517,internal,1,Multisector and Unallocated
AsianDB,AFG,South Asia,167179990,2002,2009,2011,730,2555,independent eval office,1,Emergency and Humanitarian Aid
AsianDB,AFG,South Asia,55000000,2004,2009,2010,365,1825,independent eval office,0,Agriculture and Environment
AsianDB,AFG,South Asia,150000000,2003,2009,2012,1095,2190,independent eval office,1,Emergency and Humanitarian Aid
AsianDB,AFG,South Asia,80000000,2004,2010,2012,730,2190,independent eval office,1,Infrastructure and Basic Services
AsianDB,AFG,South Asia,5170000,2004,2011,2011,0,2555,external,1,Multisector and Unallocated
AsianDB,AFG,South Asia,30000000,2004,2011,2012,365,2555,independent eval office,0,Infrastructure and Basic Services
AsianDB,AFG,South Asia,48000000,2005,2011,2011,0,2190,external,0,Government and Civil Society
AsianDB,ARM,Europe & Central Asia,80000000,2009,2010,2012,730,365,independent eval office,1,Government and Civil Society
AsianDB,ARM,Europe & Central Asia,47919998,2007,2011,2011,0,1460,external,1,Infrastructure and Basic Services
AsianDB,AZE,Europe & Central Asia,22000000,2003,2009,2010,365,2190,independent eval office,1,Infrastructure and Basic Services
AsianDB,AZE,Europe & Central Asia,30000000,2004,2011,2011,0,2555,external,0,Infrastructure and Basic Services
AsianDB,AZE,Europe & Central Asia,52000000,2005,2011,2011,0,2190,external,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,5000000,1983,1990,1991,365,2555,independent eval office,0,Multisector and Unallocated
AsianDB,BTN,South Asia,2500000,1988,1996,1998,730,2920,independent eval office,0,Social Services and Welfare
AsianDB,BTN,South Asia,7400000,1984,1996,1996,0,4380,external,1,Multisector and Unallocated
AsianDB,BTN,South Asia,4300000,1986,1996,1998,730,3650,independent eval office,1,Agriculture and Environment
AsianDB,BTN,South Asia,5199999,1993,1998,2000,730,1825,independent eval office,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,7500000,1995,2002,2003,365,2555,independent eval office,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,7130000,1990,2002,2002,0,4380,external,1,Education
AsianDB,BTN,South Asia,8000000,1997,2003,2010,2555,2190,independent eval office,0,Social Services and Welfare
AsianDB,BTN,South Asia,10000000,2000,2006,2006,0,2190,external,1,Health
AsianDB,BTN,South Asia,5699999,1998,2006,2006,0,2920,external,1,Multisector and Unallocated
AsianDB,BTN,South Asia,10000000,1999,2007,2008,365,2920,independent eval office,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,9600000,2000,2007,2007,0,2555,independent eval office,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,9399999,2003,2008,2008,0,1825,external,1,Infrastructure and Basic Services
AsianDB,BTN,South Asia,7000000,2001,2010,2011,365,3285,independent eval office,0,Education
AsianDB,BGD,South Asia,10450000,1973,1979,1979,0,2190,independent eval office,0,Infrastructure and Basic Services
AsianDB,BGD,South Asia,12600000,1973,1980,1981,365,2555,independent eval office,0,Agriculture and Environment
AsianDB,BGD,South Asia,6800000,1973,1982,1983,365,3285,independent eval office,1,Infrastructure and Basic Services
AsianDB,BGD,South Asia,23000000,1974,1982,1983,365,2920,independent eval office,0,Infrastructure and Basic Services
AsianDB,BGD,South Asia,9430000,1975,1983,1985,730,2920,independent eval office,1,Agriculture and Environment
AsianDB,BGD,South Asia,3200000,1973,1983,1985,730,3650,independent eval office,0,Agriculture and Environment
AsianDB,BGD,South Asia,30000000,1975,1984,1987,1095,3285,independent eval office,1,Agriculture and Environment
